timestamp,operation,sample_id,latency_ms,rbac_overhead_ms,peer_count,concurrent_clients
2025-08-01T02:22:00Z,WriteSensor,LS-0000072,1228.5,324.3,4,1
2025-08-01T02:24:00Z,WriteSensor,LS-0000073,1174.8,322.6,4,1
2025-08-01T02:26:00Z,WriteSensor,LS-0000074,1253.2,297.7,4,1
2025-08-01T02:28:00Z,WriteSensor,LS-0000075,1258.1,316.7,4,1
2025-08-01T02:30:00Z,WriteSensor,LS-0000076,1296.4,292.2,4,1
2025-08-01T02:32:00Z,WriteSensor,LS-0000077,1246.0,303.0,4,1
2025-08-01T02:34:00Z,WriteSensor,LS-0000078,1178.9,308.3,4,1
2025-08-01T02:36:00Z,WriteSensor,LS-0000079,1276.6,320.1,4,1
2025-08-01T02:38:00Z,WriteSensor,LS-0000080,1245.2,357.5,4,1
2025-08-01T02:40:00Z,WriteSensor,LS-0000081,1227.9,318.8,4,1
2025-08-01T02:42:00Z,WriteSensor,LS-0000082,1245.9,318.3,4,1
2025-08-01T02:44:00Z,WriteSensor,LS-0000083,1313.2,330.5,4,1
2025-08-01T02:46:00Z,WriteSensor,LS-0000084,1209.1,291.1,4,1
2025-08-01T02:48:00Z,WriteSensor,LS-0000085,1180.6,294.9,4,1
2025-08-01T02:50:00Z,WriteSensor,LS-0000086,1158.7,300.5,4,1
2025-08-01T02:52:00Z,WriteSensor,LS-0000087,1235.6,311.8,4,1
2025-08-01T02:54:00Z,WriteSensor,LS-0000088,1315.4,354.1,4,1
2025-08-01T02:56:00Z,WriteSensor,LS-0000089,1204.0,309.4,4,1
2025-08-01T02:58:00Z,WriteSensor,LS-0000090,1373.1,297.9,4,1
2025-08-01T03:00:00Z,WriteSensor,LS-0000091,1195.5,329.3,4,1
2025-08-01T03:02:00Z,WriteSensor,LS-0000092,1248.3,312.0,4,1
2025-08-01T03:04:00Z,WriteSensor,LS-0000093,1255.8,301.1,4,1
2025-08-01T03:06:00Z,WriteSensor,LS-0000094,1285.2,283.1,4,1
2025-08-01T03:08:00Z,WriteSensor,LS-0000095,1290.5,291.6,4,1
2025-08-01T03:10:00Z,WriteSensor,LS-0000096,1243.4,334.3,4,1
2025-08-01T03:12:00Z,WriteSensor,LS-0000097,1229.2,344.8,4,1
2025-08-01T03:14:00Z,WriteSensor,LS-0000098,1212.8,339.9,4,1
2025-08-01T03:16:00Z,WriteSensor,LS-0000099,1209.6,341.9,4,1
2025-08-01T03:18:00Z,WriteSensor,LS-0000100,1241.1,313.2,4,1
2025-08-01T03:20:00Z,WriteSensor,LS-0000101,1230.2,313.9,4,1
2025-08-01T03:22:00Z,WriteSensor,LS-0000102,1262.8,281.3,4,1
2025-08-01T03:24:00Z,WriteSensor,LS-0000103,1371.5,289.8,4,1
2025-08-01T03:26:00Z,WriteSensor,LS-0000104,1258.1,321.5,4,1
2025-08-01T03:28:00Z,WriteSensor,LS-0000105,1294.2,322.0,4,1
2025-08-01T03:30:00Z,WriteSensor,LS-0000106,1269.5,382.1,4,1
2025-08-01T03:32:00Z,WriteSensor,LS-0000107,1252.5,296.7,4,1
2025-08-01T03:34:00Z,WriteSensor,LS-0000108,1310.7,335.4,4,1
2025-08-01T03:36:00Z,WriteSensor,LS-0000109,1286.8,313.9,4,1
2025-08-01T03:38:00Z,WriteSensor,LS-0000110,1307.8,324.2,4,1
2025-08-01T03:40:00Z,WriteSensor,LS-0000111,1294.5,326.2,4,1
2025-08-01T03:42:00Z,WriteSensor,LS-0000112,1333.6,265.8,4,1
2025-08-01T03:44:00Z,WriteSensor,LS-0000113,1204.5,328.7,4,1
2025-08-01T03:46:00Z,WriteSensor,LS-0000114,1265.8,281.5,4,1
2025-08-01T03:48:00Z,WriteSensor,LS-0000115,1193.4,319.1,4,1
2025-08-01T03:50:00Z,WriteSensor,LS-0000116,1319.6,303.2,4,1
2025-08-01T03:52:00Z,WriteSensor,LS-0000117,1260.5,303.7,4,1
2025-08-01T03:54:00Z,WriteSensor,LS-0000118,1265.1,324.9,4,1
2025-08-01T03:56:00Z,WriteSensor,LS-0000119,1217.2,287.5,4,1
2025-08-01T03:58:00Z,WriteSensor,LS-0000120,1303.4,342.6,4,1
2025-08-01T04:00:00Z,WriteSensor,LS-0000121,1214.9,298.8,4,1
2025-08-01T04:02:00Z,WriteSensor,LS-0000122,1193.6,320.5,4,1
2025-08-01T04:04:00Z,WriteSensor,LS-0000123,1240.3,294.3,4,1
2025-08-01T04:06:00Z,WriteSensor,LS-0000124,1113.1,355.7,4,1
2025-08-01T04:08:00Z,WriteSensor,LS-0000125,1285.3,302.5,4,1
2025-08-01T04:10:00Z,WriteSensor,LS-0000126,1336.9,366.6,4,1
2025-08-01T04:12:00Z,WriteSensor,LS-0000127,1201.8,296.7,4,1
2025-08-01T04:14:00Z,WriteSensor,LS-0000128,1151.8,305.2,4,1
2025-08-01T04:16:00Z,WriteSensor,LS-0000129,1215.6,296.0,4,1
2025-08-01T04:18:00Z,WriteSensor,LS-0000130,1312.7,349.3,4,1
2025-08-01T04:20:00Z,WriteSensor,LS-0000131,1321.5,345.1,4,1
2025-08-01T04:22:00Z,WriteSensor,LS-0000132,1324.8,322.7,4,1
2025-08-01T04:24:00Z,WriteSensor,LS-0000133,1257.6,308.1,4,1
2025-08-01T04:26:00Z,WriteSensor,LS-0000134,1264.6,349.1,4,1
2025-08-01T04:28:00Z,WriteSensor,LS-0000135,1250.8,309.6,4,1
2025-08-01T04:30:00Z,WriteSensor,LS-0000136,1308.9,304.6,4,1
2025-08-01T04:32:00Z,WriteSensor,LS-0000137,1276.9,379.0,4,1
2025-08-01T04:34:00Z,WriteSensor,LS-0000138,1179.1,347.9,4,1
2025-08-01T04:36:00Z,WriteSensor,LS-0000139,1229.3,321.8,4,1
2025-08-01T04:38:00Z,WriteSensor,LS-0000140,1263.4,342.2,4,1
2025-08-01T04:40:00Z,WriteSensor,LS-0000141,1243.6,315.9,4,1
2025-08-01T04:42:00Z,WriteSensor,LS-0000142,1272.0,314.6,4,1
2025-08-01T04:44:00Z,WriteSensor,LS-0000143,1271.7,313.6,4,1
2025-08-01T04:46:00Z,WriteSensor,LS-0000144,1204.7,347.9,4,1
2025-08-01T04:48:00Z,WriteSensor,LS-0000145,1235.9,328.9,4,1
2025-08-01T04:50:00Z,WriteSensor,LS-0000146,1227.4,315.7,4,1
2025-08-01T04:52:00Z,WriteSensor,LS-0000147,1276.8,295.9,4,1
2025-08-01T04:54:00Z,WriteSensor,LS-0000148,1274.0,310.2,4,1
2025-08-01T04:56:00Z,WriteSensor,LS-0000149,1249.8,347.2,4,1
2025-08-01T04:58:00Z,WriteSensor,LS-0000150,1268.4,303.5,4,1
2025-08-01T05:00:00Z,WriteSensor,LS-0000151,1222.5,349.0,4,1
2025-08-01T05:02:00Z,WriteSensor,LS-0000152,1198.8,332.9,4,1
2025-08-01T05:04:00Z,WriteSensor,LS-0000153,1323.0,365.3,4,1
2025-08-01T05:06:00Z,WriteSensor,LS-0000154,1348.6,272.6,4,1
2025-08-01T05:08:00Z,WriteSensor,LS-0000155,1265.6,350.4,4,1
2025-08-01T05:10:00Z,WriteSensor,LS-0000156,1191.2,343.9,4,1
2025-08-01T05:12:00Z,WriteSensor,LS-0000157,1323.8,345.2,4,1
2025-08-01T05:14:00Z,WriteSensor,LS-0000158,1262.6,359.2,4,1
2025-08-01T05:16:00Z,WriteSensor,LS-0000159,1257.4,317.9,4,1
2025-08-01T05:18:00Z,WriteSensor,LS-0000160,1219.2,299.3,4,1
2025-08-01T05:20:00Z,WriteSensor,LS-0000161,1230.1,346.2,4,1
2025-08-01T05:22:00Z,WriteSensor,LS-0000162,1352.2,307.7,4,1
2025-08-01T05:24:00Z,WriteSensor,LS-0000163,1230.4,301.2,4,1
2025-08-01T05:26:00Z,WriteSensor,LS-0000164,1291.5,338.1,4,1
2025-08-01T05:28:00Z,WriteSensor,LS-0000165,1226.0,343.0,4,1
2025-08-01T05:30:00Z,WriteSensor,LS-0000166,1202.2,320.0,4,1
2025-08-01T05:32:00Z,WriteSensor,LS-0000167,1236.9,356.5,4,1
2025-08-01T05:34:00Z,WriteSensor,LS-0000168,1315.6,342.4,4,1
2025-08-01T05:36:00Z,WriteSensor,LS-0000169,1391.8,352.3,4,1
2025-08-01T05:38:00Z,WriteSensor,LS-0000170,1213.9,336.1,4,1
2025-08-01T05:40:00Z,WriteSensor,LS-0000171,1313.1,330.7,4,1
2025-08-01T05:42:00Z,WriteSensor,LS-0000172,1166.4,330.0,4,1
2025-08-01T05:44:00Z,WriteSensor,LS-0000173,1216.8,331.5,4,1
2025-08-01T05:46:00Z,WriteSensor,LS-0000174,1258.9,308.3,4,1
2025-08-01T05:48:00Z,WriteSensor,LS-0000175,1292.2,336.7,4,1
2025-08-01T05:50:00Z,WriteSensor,LS-0000176,1258.3,318.5,4,1
2025-08-01T05:52:00Z,WriteSensor,LS-0000177,1208.7,300.6,4,1
2025-08-01T05:54:00Z,WriteSensor,LS-0000178,1348.6,295.5,4,1
2025-08-01T05:56:00Z,WriteSensor,LS-0000179,1442.3,318.8,4,1
2025-08-01T05:58:00Z,WriteSensor,LS-0000180,1156.1,335.1,4,1
2025-08-01T06:00:00Z,WriteSensor,LS-0000181,1251.5,331.1,4,1
2025-08-01T06:02:00Z,WriteSensor,LS-0000182,1204.7,329.7,4,1
2025-08-01T06:04:00Z,WriteSensor,LS-0000183,1235.3,337.0,4,1
2025-08-01T06:06:00Z,WriteSensor,LS-0000184,1286.3,298.1,4,1
2025-08-01T06:08:00Z,WriteSensor,LS-0000185,1315.9,326.5,4,1
2025-08-01T06:10:00Z,WriteSensor,LS-0000186,1287.7,317.2,4,1
2025-08-01T06:12:00Z,WriteSensor,LS-0000187,1320.0,309.4,4,1
2025-08-01T06:14:00Z,WriteSensor,LS-0000188,1199.0,256.6,4,1
2025-08-01T06:16:00Z,WriteSensor,LS-0000189,1273.2,298.3,4,1
2025-08-01T06:18:00Z,WriteSensor,LS-0000190,1234.5,333.6,4,1
2025-08-01T06:20:00Z,WriteSensor,LS-0000191,1247.3,310.0,4,1
2025-08-01T06:22:00Z,WriteSensor,LS-0000192,1220.3,273.3,4,1
2025-08-01T06:24:00Z,WriteSensor,LS-0000193,1356.8,325.6,4,1
2025-08-01T06:26:00Z,WriteSensor,LS-0000194,1346.9,325.5,4,1
2025-08-01T06:28:00Z,WriteSensor,LS-0000195,1130.7,338.0,4,1
2025-08-01T06:30:00Z,WriteSensor,LS-0000196,1338.8,321.6,4,1
2025-08-01T06:32:00Z,WriteSensor,LS-0000197,1238.2,309.8,4,1
2025-08-01T06:34:00Z,WriteSensor,LS-0000198,1268.9,329.0,4,1
2025-08-01T06:36:00Z,WriteSensor,LS-0000199,1269.4,250.9,4,1
2025-08-01T06:38:00Z,WriteSensor,LS-0000200,1258.3,271.0,4,1
2025-08-01T06:40:00Z,WriteSensor,LS-0000201,1218.5,321.7,4,1
2025-08-01T06:42:00Z,WriteSensor,LS-0000202,1309.2,335.4,4,1
2025-08-01T06:44:00Z,WriteSensor,LS-0000203,1216.9,343.7,4,1
2025-08-01T06:46:00Z,WriteSensor,LS-0000204,1333.9,335.4,4,1
2025-08-01T06:48:00Z,WriteSensor,LS-0000205,1313.4,328.2,4,1
2025-08-01T06:50:00Z,WriteSensor,LS-0000206,1233.8,278.9,4,1
2025-08-01T06:52:00Z,WriteSensor,LS-0000207,1268.8,289.7,4,1
2025-08-01T06:54:00Z,WriteSensor,LS-0000208,1250.9,329.7,4,1
2025-08-01T06:56:00Z,WriteSensor,LS-0000209,1223.7,346.8,4,1
2025-08-01T06:58:00Z,WriteSensor,LS-0000210,1308.5,317.6,4,1
2025-08-01T07:00:00Z,WriteSensor,LS-0000211,1367.9,351.3,4,1
2025-08-01T07:02:00Z,WriteSensor,LS-0000212,1273.6,279.7,4,1
2025-08-01T07:04:00Z,WriteSensor,LS-0000213,1299.4,320.4,4,1
2025-08-01T07:06:00Z,WriteSensor,LS-0000214,1293.0,344.3,4,1
2025-08-01T07:08:00Z,WriteSensor,LS-0000215,1276.9,336.3,4,1
2025-08-01T07:10:00Z,WriteSensor,LS-0000216,1245.2,326.2,4,1
2025-08-01T07:12:00Z,WriteSensor,LS-0000217,1296.4,335.7,4,1
2025-08-01T07:14:00Z,WriteSensor,LS-0000218,1311.1,339.3,4,1
2025-08-01T07:16:00Z,WriteSensor,LS-0000219,1252.0,357.0,4,1
2025-08-01T07:18:00Z,WriteSensor,LS-0000220,1350.5,365.5,4,1
2025-08-01T07:20:00Z,WriteSensor,LS-0000221,1271.6,337.0,4,1
2025-08-01T07:22:00Z,WriteSensor,LS-0000222,1197.6,323.0,4,1
2025-08-01T07:24:00Z,WriteSensor,LS-0000223,1249.4,323.0,4,1
2025-08-01T07:26:00Z,WriteSensor,LS-0000224,1254.9,286.5,4,1
2025-08-01T07:28:00Z,WriteSensor,LS-0000225,1232.3,277.1,4,1
2025-08-01T07:30:00Z,WriteSensor,LS-0000226,1223.7,329.2,4,1
2025-08-01T07:32:00Z,WriteSensor,LS-0000227,1217.5,275.3,4,1
2025-08-01T07:34:00Z,WriteSensor,LS-0000228,1229.0,339.4,4,1
2025-08-01T07:36:00Z,WriteSensor,LS-0000229,1260.9,290.4,4,1
2025-08-01T07:38:00Z,WriteSensor,LS-0000230,1253.8,309.9,4,1
2025-08-01T07:40:00Z,WriteSensor,LS-0000231,1211.0,305.0,4,1
2025-08-01T07:42:00Z,WriteSensor,LS-0000232,1211.0,347.8,4,1
2025-08-01T07:44:00Z,WriteSensor,LS-0000233,1271.3,324.3,4,1
2025-08-01T07:46:00Z,WriteSensor,LS-0000234,1296.0,356.9,4,1
2025-08-01T07:48:00Z,WriteSensor,LS-0000235,1337.5,316.0,4,1
2025-08-01T07:50:00Z,WriteSensor,LS-0000236,1259.8,358.3,4,1
2025-08-01T07:52:00Z,WriteSensor,LS-0000237,1290.7,292.4,4,1
2025-08-01T07:54:00Z,WriteSensor,LS-0000238,1209.9,299.3,4,1
2025-08-01T07:56:00Z,WriteSensor,LS-0000239,1313.8,264.3,4,1
2025-08-01T07:58:00Z,WriteSensor,LS-0000240,1263.8,317.7,4,1
2025-08-01T08:00:00Z,WriteSensor,LS-0000241,1251.8,343.8,4,1
2025-08-01T08:02:00Z,WriteSensor,LS-0000242,1279.5,328.6,4,1
2025-08-01T08:04:00Z,WriteSensor,LS-0000243,1192.1,322.3,4,1
2025-08-01T08:06:00Z,WriteSensor,LS-0000244,1145.4,312.8,4,1
2025-08-01T08:08:00Z,WriteSensor,LS-0000245,1256.4,295.6,4,1
2025-08-01T08:10:00Z,WriteSensor,LS-0000246,1298.8,365.4,4,1
2025-08-01T08:12:00Z,WriteSensor,LS-0000247,1286.2,292.5,4,1
2025-08-01T08:14:00Z,WriteSensor,LS-0000248,1336.8,318.9,4,1
2025-08-01T08:16:00Z,WriteSensor,LS-0000249,1300.0,307.6,4,1
2025-08-01T08:18:00Z,WriteSensor,LS-0000250,1244.1,334.2,4,1
2025-08-01T08:20:00Z,WriteSensor,LS-0000251,1249.3,301.1,4,1
2025-08-01T08:22:00Z,WriteSensor,LS-0000252,1207.0,307.5,4,1
2025-08-01T08:24:00Z,WriteSensor,LS-0000253,1269.5,320.5,4,1
2025-08-01T08:26:00Z,WriteSensor,LS-0000254,1172.6,304.8,4,1
2025-08-01T08:28:00Z,WriteSensor,LS-0000255,1220.1,280.6,4,1
2025-08-01T08:30:00Z,WriteSensor,LS-0000256,1282.3,297.6,4,1
2025-08-01T08:32:00Z,WriteSensor,LS-0000257,1187.8,279.2,4,1
2025-08-01T08:34:00Z,WriteSensor,LS-0000258,1318.5,295.5,4,1
2025-08-01T08:36:00Z,WriteSensor,LS-0000259,1150.1,327.0,4,1
2025-08-01T08:38:00Z,WriteSensor,LS-0000260,1221.0,334.6,4,1
2025-08-01T08:40:00Z,WriteSensor,LS-0000261,1283.1,334.1,4,1
2025-08-01T08:42:00Z,WriteSensor,LS-0000262,1182.9,326.4,4,1
2025-08-01T08:44:00Z,WriteSensor,LS-0000263,1273.5,297.8,4,1
2025-08-01T08:46:00Z,WriteSensor,LS-0000264,1259.5,340.8,4,1
2025-08-01T08:48:00Z,WriteSensor,LS-0000265,1372.6,328.8,4,1
2025-08-01T08:50:00Z,WriteSensor,LS-0000266,1162.0,320.1,4,1
2025-08-01T08:52:00Z,WriteSensor,LS-0000267,1272.8,302.7,4,1
2025-08-01T08:54:00Z,WriteSensor,LS-0000268,1255.1,285.3,4,1
2025-08-01T08:56:00Z,WriteSensor,LS-0000269,1182.3,318.6,4,1
2025-08-01T08:58:00Z,WriteSensor,LS-0000270,1327.1,334.1,4,1
2025-08-01T09:00:00Z,WriteSensor,LS-0000271,1345.1,286.0,4,1
2025-08-01T09:02:00Z,WriteSensor,LS-0000272,1284.2,337.2,4,1
2025-08-01T09:04:00Z,WriteSensor,LS-0000273,1314.8,341.1,4,1
2025-08-01T09:06:00Z,WriteSensor,LS-0000274,1174.0,312.8,4,1
2025-08-01T09:08:00Z,WriteSensor,LS-0000275,1207.4,306.0,4,1
2025-08-01T09:10:00Z,WriteSensor,LS-0000276,1350.0,293.5,4,1
2025-08-01T09:12:00Z,WriteSensor,LS-0000277,1223.2,323.7,4,1
2025-08-01T09:14:00Z,WriteSensor,LS-0000278,1275.2,304.6,4,1
2025-08-01T09:16:00Z,WriteSensor,LS-0000279,1222.4,294.4,4,1
2025-08-01T09:18:00Z,WriteSensor,LS-0000280,1202.5,312.4,4,1
2025-08-01T09:20:00Z,WriteSensor,LS-0000281,1313.8,345.0,4,1
2025-08-01T09:22:00Z,WriteSensor,LS-0000282,1212.4,317.3,4,1
2025-08-01T09:24:00Z,WriteSensor,LS-0000283,1260.5,315.5,4,1
2025-08-01T09:26:00Z,WriteSensor,LS-0000284,1282.6,354.4,4,1
2025-08-01T09:28:00Z,WriteSensor,LS-0000285,1148.3,348.0,4,1
2025-08-01T09:30:00Z,WriteSensor,LS-0000286,1287.7,318.7,4,1
2025-08-01T09:32:00Z,WriteSensor,LS-0000287,1224.6,310.9,4,1
2025-08-01T09:34:00Z,WriteSensor,LS-0000288,1282.9,285.5,4,1
2025-08-01T09:36:00Z,WriteSensor,LS-0000289,1267.5,319.2,4,1
2025-08-01T09:38:00Z,WriteSensor,LS-0000290,1197.8,340.0,4,1
2025-08-01T09:40:00Z,WriteSensor,LS-0000291,1265.7,303.8,4,1
2025-08-01T09:42:00Z,WriteSensor,LS-0000292,1336.8,381.1,4,1
2025-08-01T09:44:00Z,WriteSensor,LS-0000293,1303.1,351.9,4,1
2025-08-01T09:46:00Z,WriteSensor,LS-0000294,1240.6,283.1,4,1
2025-08-01T09:48:00Z,WriteSensor,LS-0000295,1302.1,337.2,4,1
2025-08-01T09:50:00Z,WriteSensor,LS-0000296,1205.4,318.2,4,1
2025-08-01T09:52:00Z,WriteSensor,LS-0000297,1257.5,257.5,4,1
2025-08-01T09:54:00Z,WriteSensor,LS-0000298,1217.4,309.0,4,1
2025-08-01T09:56:00Z,WriteSensor,LS-0000299,1182.1,314.8,4,1
2025-08-01T09:58:00Z,WriteSensor,LS-0000300,1305.0,256.7,4,1
2025-08-01T10:00:00Z,WriteSensor,LS-0000301,1217.4,319.9,4,1
2025-08-01T10:02:00Z,WriteSensor,LS-0000302,1281.7,342.9,4,1
2025-08-01T10:04:00Z,WriteSensor,LS-0000303,1276.6,318.1,4,1
2025-08-01T10:06:00Z,WriteSensor,LS-0000304,1234.9,323.7,4,1
2025-08-01T10:08:00Z,WriteSensor,LS-0000305,1208.8,342.8,4,1
2025-08-01T10:10:00Z,WriteSensor,LS-0000306,1193.8,282.3,4,1
2025-08-01T10:12:00Z,WriteSensor,LS-0000307,1287.8,322.2,4,1
2025-08-01T10:14:00Z,WriteSensor,LS-0000308,1264.0,284.7,4,1
2025-08-01T10:16:00Z,WriteSensor,LS-0000309,1259.8,316.3,4,1
2025-08-01T10:18:00Z,WriteSensor,LS-0000310,1215.1,320.7,4,1
2025-08-01T10:20:00Z,WriteSensor,LS-0000311,1263.7,280.0,4,1
2025-08-01T10:22:00Z,WriteSensor,LS-0000312,1179.5,297.9,4,1
2025-08-01T10:24:00Z,WriteSensor,LS-0000313,1146.2,343.0,4,1
2025-08-01T10:26:00Z,WriteSensor,LS-0000314,1228.0,275.1,4,1
2025-08-01T10:28:00Z,WriteSensor,LS-0000315,1198.1,302.0,4,1
2025-08-01T10:30:00Z,WriteSensor,LS-0000316,1326.1,299.9,4,1
2025-08-01T10:32:00Z,WriteSensor,LS-0000317,1240.1,286.4,4,1
2025-08-01T10:34:00Z,WriteSensor,LS-0000318,1300.6,353.6,4,1
2025-08-01T10:36:00Z,WriteSensor,LS-0000319,1125.1,323.5,4,1
2025-08-01T10:38:00Z,WriteSensor,LS-0000320,1258.5,291.1,4,1
2025-08-01T10:40:00Z,WriteSensor,LS-0000321,1231.6,310.1,4,1
2025-08-01T10:42:00Z,WriteSensor,LS-0000322,1304.8,304.6,4,1
2025-08-01T10:44:00Z,WriteSensor,LS-0000323,1197.3,339.8,4,1
2025-08-01T10:46:00Z,WriteSensor,LS-0000324,1233.6,317.7,4,1
2025-08-01T10:48:00Z,WriteSensor,LS-0000325,1265.9,325.8,4,1
2025-08-01T10:50:00Z,WriteSensor,LS-0000326,1207.4,326.4,4,1
2025-08-01T10:52:00Z,WriteSensor,LS-0000327,1196.5,285.2,4,1
2025-08-01T10:54:00Z,WriteSensor,LS-0000328,1132.8,372.5,4,1
2025-08-01T10:56:00Z,WriteSensor,LS-0000329,1304.1,376.2,4,1
2025-08-01T10:58:00Z,WriteSensor,LS-0000330,1307.9,324.0,4,1
2025-08-01T11:00:00Z,WriteSensor,LS-0000331,1272.1,296.5,4,1
